patent_id,title,abstract,cpc_code,text,clean_text,processed,tf-idf__kmeans_cluster,lda__kmeans_cluster,sbert__kmeans_cluster,sbert__hierarchical_cluster
HH0100124,A method and an apparatus for bit-rate enhancement and a wireless communication system using the sam,"A method and an apparatus for bit-rate enhancement and a wireless communication system using the same are disclosed. According to the present invention, two approaches are provided for bit-rate enhancement: one is an increase of chip-rate and the other is a decrease of chip number associated with on symbol. As such, the transmission bit-rate can be enhanced significantly so as to facilitate the applications of wireless voice communications or security.",H01L,"A method and an apparatus for bit-rate enhancement and a wireless communication system using the sam. A method and an apparatus for bit-rate enhancement and a wireless communication system using the same are disclosed. According to the present invention, two approaches are provided for bit-rate enhancement: one is an increase of chip-rate and the other is a decrease of chip number associated with on symbol. As such, the transmission bit-rate can be enhanced significantly so as to facilitate the applications of wireless voice communications or security.",a method and an apparatus for bit rate enhancement and a wireless communication system using the sam a method and an apparatus for bit rate enhancement and a wireless communication system using the same are disclosed according to the present invention two approaches are provided for bit rate enhancement one is an increase of chip rate and the other is a decrease of chip number associated with on symbol as such the transmission bit rate can be enhanced significantly so as to facilitate the applications of wireless voice communications or security,bit rate enhancement wireless communication sam bit rate enhancement wireless communication according approaches provided bit rate enhancement increase chip rate decrease chip number associated symbol transmission bit rate enhanced significantly facilitate applications wireless voice communications security,0,0,0,1
HH0100125,A method and system for controlling extinction ratio in an optical network is disclosed,A method and system for controlling extinction ratio in an optical network is disclosed. A first optical transceiver sends modulated light to a second optical transceiver and a digital measurement of a signal parameter reflecting the optical power levels of the received modulated light is taken. The modulated light sent by the first optical transceiver is adjusted in accordance with the digital measurement.,H01L,A method and system for controlling extinction ratio in an optical network is disclosed. A method and system for controlling extinction ratio in an optical network is disclosed. A first optical transceiver sends modulated light to a second optical transceiver and a digital measurement of a signal parameter reflecting the optical power levels of the received modulated light is taken. The modulated light sent by the first optical transceiver is adjusted in accordance with the digital measurement.,a method and system for controlling extinction ratio in an optical network is disclosed a method and system for controlling extinction ratio in an optical network is disclosed a first optical transceiver sends modulated light to a second optical transceiver and a digital measurement of a signal parameter reflecting the optical power levels of the received modulated light is taken the modulated light sent by the first optical transceiver is adjusted in accordance with the digital measurement,controlling extinction ratio optical network controlling extinction ratio optical network optical transceiver sends modulated light optical transceiver digital measurement signal parameter reflecting optical power levels received modulated light taken modulated light sent optical transceiver adjusted accordance digital measurement,0,0,0,0
HH0100126,A semiconductor device has a transparent dielectric substrate such as a sapphire substrate,"A semiconductor device has a transparent dielectric substrate such as a sapphire substrate. To enable fabrication equipment to detect the presence of the substrate optically, the back surface of the substrate is coated with a triple-layer light-reflecting film, preferably a film in which a silicon oxide or silicon nitride layer is sandwiched between polycrystalline silicon layers. This structure provides high reflectance with a combined film thickness of less than half a micrometer.",H01L,"A semiconductor device has a transparent dielectric substrate such as a sapphire substrate. A semiconductor device has a transparent dielectric substrate such as a sapphire substrate. To enable fabrication equipment to detect the presence of the substrate optically, the back surface of the substrate is coated with a triple-layer light-reflecting film, preferably a film in which a silicon oxide or silicon nitride layer is sandwiched between polycrystalline silicon layers. This structure provides high reflectance with a combined film thickness of less than half a micrometer.",a semiconductor device has a transparent dielectric substrate such as a sapphire substrate a semiconductor device has a transparent dielectric substrate such as a sapphire substrate to enable fabrication equipment to detect the presence of the substrate optically the back surface of the substrate is coated with a triple layer light reflecting film preferably a film in which a silicon oxide or silicon nitride layer is sandwiched between polycrystalline silicon layers this structure provides high reflectance with a combined film thickness of less than half a micrometer,semiconductor transparent dielectric substrate sapphire substrate semiconductor transparent dielectric substrate sapphire substrate enable fabrication equipment detect presence substrate optically back surface substrate coated triple layer light reflecting film preferably film silicon oxide silicon nitride layer sandwiched polycrystalline silicon layers structure provides high reflectance combined film thickness less half micrometer,1,1,0,0
HH0100127,The subject invention relates to electrode structures that are adaptable for primary and electricall,"The subject invention relates to electrode structures that are adaptable for primary and electrically rechargeable electrochemical wafer cells. A flat wafer cell is disclosed that includes conductive, carbon-filled polymeric outer layers that serve as electrode contacts and as a means of containment of the cell. Multi-cell, higher voltage batteries may be constructed by stacking individual cells. Specially formulated electrodes and processing techniques that are compatible with the wafer cell construction are disclosed for a nickel-metal hydride battery system. The cell design and electrode formulations provide for individual operation of a vented or low pressure sealed cell and/or for operation of these cells in a stacked array in an outer battery housing.",H01L,"The subject invention relates to electrode structures that are adaptable for primary and electricall. The subject invention relates to electrode structures that are adaptable for primary and electrically rechargeable electrochemical wafer cells. A flat wafer cell is disclosed that includes conductive, carbon-filled polymeric outer layers that serve as electrode contacts and as a means of containment of the cell. Multi-cell, higher voltage batteries may be constructed by stacking individual cells. Specially formulated electrodes and processing techniques that are compatible with the wafer cell construction are disclosed for a nickel-metal hydride battery system. The cell design and electrode formulations provide for individual operation of a vented or low pressure sealed cell and/or for operation of these cells in a stacked array in an outer battery housing.",the subject invention relates to electrode structures that are adaptable for primary and electricall the subject invention relates to electrode structures that are adaptable for primary and electrically rechargeable electrochemical wafer cells a flat wafer cell is disclosed that includes conductive carbon filled polymeric outer layers that serve as electrode contacts and as a means of containment of the cell multi cell higher voltage batteries may be constructed by stacking individual cells specially formulated electrodes and processing techniques that are compatible with the wafer cell construction are disclosed for a nickel metal hydride battery system the cell design and electrode formulations provide for individual operation of a vented or low pressure sealed cell and or for operation of these cells in a stacked array in an outer battery housing,subject relates electrode structures adaptable primary electricall subject relates electrode structures adaptable primary electrically rechargeable electrochemical wafer cells flat wafer cell conductive carbon filled polymeric outer layers serve electrode contacts means containment cell multi cell higher voltage batteries constructed stacking individual cells specially formulated electrodes processing techniques compatible wafer cell construction nickel metal hydride battery cell design electrode formulations individual operation vented low pressure sealed cell operation cells stacked array outer battery housing,1,0,0,0
HH0100128,A subminiature lamp assembly utilizes a high temperature polymer which directly surrounds and is cem,"A subminiature lamp assembly utilizes a high temperature polymer which directly surrounds and is cemented to the glass envelope. The polymer may preferably derive support from a metal base. The polymeric material is somewhat rigid and can be manually handled and used to manipulate the subminiature lamp as a handle to facilitate bulb changout. A fluoroelastomer is a preferable type of elastomer which has the chemically resistive properties and ability to withstand high temperature which can be advantageously employed. The elastomer used for the seal supported lamp assembly provides (1) extended axial length sealing, (2) heat resistance, (3) ease of handling, (4) increased resistance to invasion and chemical attack (5) eliminates contact corrosion, and (6) reduces lamp failure modes.",H01L,"A subminiature lamp assembly utilizes a high temperature polymer which directly surrounds and is cem. A subminiature lamp assembly utilizes a high temperature polymer which directly surrounds and is cemented to the glass envelope. The polymer may preferably derive support from a metal base. The polymeric material is somewhat rigid and can be manually handled and used to manipulate the subminiature lamp as a handle to facilitate bulb changout. A fluoroelastomer is a preferable type of elastomer which has the chemically resistive properties and ability to withstand high temperature which can be advantageously employed. The elastomer used for the seal supported lamp assembly provides (1) extended axial length sealing, (2) heat resistance, (3) ease of handling, (4) increased resistance to invasion and chemical attack (5) eliminates contact corrosion, and (6) reduces lamp failure modes.",a subminiature lamp assembly utilizes a high temperature polymer which directly surrounds and is cem a subminiature lamp assembly utilizes a high temperature polymer which directly surrounds and is cemented to the glass envelope the polymer may preferably derive support from a metal base the polymeric material is somewhat rigid and can be manually handled and used to manipulate the subminiature lamp as a handle to facilitate bulb changout a fluoroelastomer is a preferable type of elastomer which has the chemically resistive properties and ability to withstand high temperature which can be advantageously employed the elastomer used for the seal supported lamp assembly provides 1 extended axial length sealing 2 heat resistance 3 ease of handling 4 increased resistance to invasion and chemical attack 5 eliminates contact corrosion and 6 reduces lamp failure modes,subminiature lamp assembly utilizes high temperature polymer directly surrounds cem subminiature lamp assembly utilizes high temperature polymer directly surrounds cemented glass envelope polymer preferably derive support metal base polymeric material somewhat rigid manually handled manipulate subminiature lamp handle facilitate bulb changout fluoroelastomer preferable type elastomer chemically resistive properties ability withstand high temperature advantageously employed elastomer seal supported lamp assembly provides extended axial length sealing heat resistance ease handling increased resistance invasion chemical attack eliminates contact corrosion reduces lamp failure modes,1,1,1,0
HH0100129,A technique is used to realize a generalized decision feedback equalizer (GDFE) Precoder for multi-u,"A technique is used to realize a generalized decision feedback equalizer (GDFE) Precoder for multi-user multiple-input multiple-output (MU-MIMO) systems, which significantly reduces the computational cost while resulting in no capacity loss. The technique is suitable for improving the performance of various MU-MIMO wireless systems including future 4G cellular networks. In one embodiment, a method for configuring a GDFE precoder in a base station of a MU-MIMO wireless system having k user terminals, each user terminal having associated therewith a feedforward filter. The method comprises computing a filter matrix C using one of a plurality of alternative formulas of the invention; and, based on the computation of the filter matrix C, computing a transmit filter matrix B for a transmit filter used to process a symbol vector obtained after a decision feedback equalizing stage of the GDFE precoder, a feedforward filter matrix F, and an interference pre-cancellation matrix G.",H01L,"A technique is used to realize a generalized decision feedback equalizer (GDFE) Precoder for multi-u. A technique is used to realize a generalized decision feedback equalizer (GDFE) Precoder for multi-user multiple-input multiple-output (MU-MIMO) systems, which significantly reduces the computational cost while resulting in no capacity loss. The technique is suitable for improving the performance of various MU-MIMO wireless systems including future 4G cellular networks. In one embodiment, a method for configuring a GDFE precoder in a base station of a MU-MIMO wireless system having k user terminals, each user terminal having associated therewith a feedforward filter. The method comprises computing a filter matrix C using one of a plurality of alternative formulas of the invention; and, based on the computation of the filter matrix C, computing a transmit filter matrix B for a transmit filter used to process a symbol vector obtained after a decision feedback equalizing stage of the GDFE precoder, a feedforward filter matrix F, and an interference pre-cancellation matrix G.",a technique is used to realize a generalized decision feedback equalizer gdfe precoder for multi u a technique is used to realize a generalized decision feedback equalizer gdfe precoder for multi user multiple input multiple output mu mimo systems which significantly reduces the computational cost while resulting in no capacity loss the technique is suitable for improving the performance of various mu mimo wireless systems including future 4g cellular networks in one embodiment a method for configuring a gdfe precoder in a base station of a mu mimo wireless system having k user terminals each user terminal having associated therewith a feedforward filter the method comprises computing a filter matrix c using one of a plurality of alternative formulas of the invention and based on the computation of the filter matrix c computing a transmit filter matrix b for a transmit filter used to process a symbol vector obtained after a decision feedback equalizing stage of the gdfe precoder a feedforward filter matrix f and an interference pre cancellation matrix g,technique realize generalized decision feedback equalizer gdfe precoder multi technique realize generalized decision feedback equalizer gdfe precoder multi user multiple input multiple output mimo systems significantly reduces computational cost resulting capacity loss technique suitable improving performance various mimo wireless systems future cellular networks configuring gdfe precoder base station mimo wireless having user terminals user terminal having associated therewith feedforward filter computing filter matrix alternative formulas computation filter matrix computing transmit filter matrix transmit filter process symbol vector obtained decision feedback equalizing stage gdfe precoder feedforward filter matrix interference pre cancellation matrix,0,0,0,1
HH0100130,A method and system are provided for digitally injecting heat into a wide range of products by way o,"A method and system are provided for digitally injecting heat into a wide range of products by way of incorporation of a special class of semi-conductor lasers, e.g. surface emitting devices. This technique relates to a more specific, economical, and advantageous way of practicing the art of directly injecting narrowband radiant energy that desirously matches the absorption specification of a particular material at a specified wavelength.",H01L,"A method and system are provided for digitally injecting heat into a wide range of products by way o. A method and system are provided for digitally injecting heat into a wide range of products by way of incorporation of a special class of semi-conductor lasers, e.g. surface emitting devices. This technique relates to a more specific, economical, and advantageous way of practicing the art of directly injecting narrowband radiant energy that desirously matches the absorption specification of a particular material at a specified wavelength.",a method and system are provided for digitally injecting heat into a wide range of products by way o a method and system are provided for digitally injecting heat into a wide range of products by way of incorporation of a special class of semi conductor lasers e g surface emitting devices this technique relates to a more specific economical and advantageous way of practicing the art of directly injecting narrowband radiant energy that desirously matches the absorption specification of a particular material at a specified wavelength,provided digitally injecting heat wide range products way provided digitally injecting heat wide range products way incorporation special class semi conductor lasers surface emitting devices technique relates specific economical advantageous way practicing art directly injecting narrowband radiant energy desirously matches absorption specification particular material specified wavelength,1,0,0,0
HH0100131,A heat-dissipating device and a housing thereof,"A heat-dissipating device and a housing thereof. The housing includes a passage for guiding an air stream flowing from an opening to another opening, wherein an sidewall of the passage at least one of the opening sides extends radially outwards with a rotational axis of the heat-dissipating device or the passage so as to enlarge intake or discharge area for the air streams. Accordingly, the intake airflow rate may be greatly increased and the heat-dissipating efficiency of the heat-dissipating device may be greatly enhanced without changing assembling conditions with other elements.",H01L,"A heat-dissipating device and a housing thereof. A heat-dissipating device and a housing thereof. The housing includes a passage for guiding an air stream flowing from an opening to another opening, wherein an sidewall of the passage at least one of the opening sides extends radially outwards with a rotational axis of the heat-dissipating device or the passage so as to enlarge intake or discharge area for the air streams. Accordingly, the intake airflow rate may be greatly increased and the heat-dissipating efficiency of the heat-dissipating device may be greatly enhanced without changing assembling conditions with other elements.",a heat dissipating device and a housing thereof a heat dissipating device and a housing thereof the housing includes a passage for guiding an air stream flowing from an opening to another opening wherein an sidewall of the passage at least one of the opening sides extends radially outwards with a rotational axis of the heat dissipating device or the passage so as to enlarge intake or discharge area for the air streams accordingly the intake airflow rate may be greatly increased and the heat dissipating efficiency of the heat dissipating device may be greatly enhanced without changing assembling conditions with other elements,heat dissipating housing heat dissipating housing housing passage guiding air stream flowing opening another opening sidewall passage opening sides extends radially outwards rotational axis heat dissipating passage enlarge intake discharge area air streams accordingly intake airflow rate greatly increased heat dissipating efficiency heat dissipating greatly enhanced without changing assembling conditions elements,1,1,1,0
HH0100132,High temperature molten salt electrochemical cells that are economic are  e using an alkali metal in,High temperature molten salt electrochemical cells that are economic are  e using an alkali metal intercalated petroleum coke as the anode.,H01L,High temperature molten salt electrochemical cells that are economic are  e using an alkali metal in. High temperature molten salt electrochemical cells that are economic are  e using an alkali metal intercalated petroleum coke as the anode.,high temperature molten salt electrochemical cells that are economic are e using an alkali metal in high temperature molten salt electrochemical cells that are economic are e using an alkali metal intercalated petroleum coke as the anode,high temperature molten salt electrochemical cells economic alkali metal high temperature molten salt electrochemical cells economic alkali metal intercalated petroleum coke anode,1,1,0,0
HH0100133,An electroluminescent display panel which is able to selectively display different colors by changin,"An electroluminescent display panel which is able to selectively display different colors by changing a voltage level imposed thereon is made in a simple structure. A first luminescent layer (4) emitting green light, for example, and a second luminescent layer (5) emitting orange light, for example, are directly laminated on each other without interposing an intermediate electrode therebetween. The second luminescent layer covers only a part of the first luminescent layer to form a single layer portion and a double layer portion. The single layer portion emits green light at a low voltage level, while the double layer portion emits lemon light having a higher luminance at a high voltage level. The display may be made in a form of a matrix or a certain pattern. The display panel may be used as an instrument panel for an automobile. The green light display is used at night time, while the lemon light display with a high luminance is used at day time to cope with sun light.",H01L,"An electroluminescent display panel which is able to selectively display different colors by changin. An electroluminescent display panel which is able to selectively display different colors by changing a voltage level imposed thereon is made in a simple structure. A first luminescent layer (4) emitting green light, for example, and a second luminescent layer (5) emitting orange light, for example, are directly laminated on each other without interposing an intermediate electrode therebetween. The second luminescent layer covers only a part of the first luminescent layer to form a single layer portion and a double layer portion. The single layer portion emits green light at a low voltage level, while the double layer portion emits lemon light having a higher luminance at a high voltage level. The display may be made in a form of a matrix or a certain pattern. The display panel may be used as an instrument panel for an automobile. The green light display is used at night time, while the lemon light display with a high luminance is used at day time to cope with sun light.",an electroluminescent display panel which is able to selectively display different colors by changin an electroluminescent display panel which is able to selectively display different colors by changing a voltage level imposed thereon is made in a simple structure a first luminescent layer 4 emitting green light for example and a second luminescent layer 5 emitting orange light for example are directly laminated on each other without interposing an intermediate electrode therebetween the second luminescent layer covers only a part of the first luminescent layer to form a single layer portion and a double layer portion the single layer portion emits green light at a low voltage level while the double layer portion emits lemon light having a higher luminance at a high voltage level the display may be made in a form of a matrix or a certain pattern the display panel may be used as an instrument panel for an automobile the green light display is used at night time while the lemon light display with a high luminance is used at day time to cope with sun light,electroluminescent display panel able selectively display different colors changin electroluminescent display panel able selectively display different colors changing voltage level imposed thereon made simple structure luminescent layer emitting green light example luminescent layer emitting orange light example directly laminated without interposing intermediate electrode therebetween luminescent layer covers part luminescent layer form single layer portion double layer portion single layer portion emits green light low voltage level double layer portion emits lemon light having higher luminance high voltage level display made form matrix certain pattern display panel instrument panel automobile green light display night time lemon light display high luminance day time cope sun light,1,1,0,0
HH0100134,"A mobile wireless system, method and apparatus for establishing a link between a terminal device and","A mobile wireless system, method and apparatus for establishing a link between a terminal device and the Internet by communicating with a base station wireless apparatus of a wireless communicating apparatus having at least one wireless serve connected to the Internet and the base station wireless apparatus that is connected to the wireless server for performing wireless communication. Under a condition in which the mobile wireless apparatus can communicate with multiple base station wireless apparatuses, when the base station wireless apparatus, which communicated with the mobile wireless apparatus, currently communicates with another mobile wireless apparatus, the mobile wireless apparatus communicates with another base station wireless apparatus obtained by selecting from among a plurality of other base station apparatuses, which are located in neighboring communication areas of the base station wireless apparatus and have available communication links. Program instructions for implementing the method are stored in a computer readable medium.",H01L,"A mobile wireless system, method and apparatus for establishing a link between a terminal device and. A mobile wireless system, method and apparatus for establishing a link between a terminal device and the Internet by communicating with a base station wireless apparatus of a wireless communicating apparatus having at least one wireless serve connected to the Internet and the base station wireless apparatus that is connected to the wireless server for performing wireless communication. Under a condition in which the mobile wireless apparatus can communicate with multiple base station wireless apparatuses, when the base station wireless apparatus, which communicated with the mobile wireless apparatus, currently communicates with another mobile wireless apparatus, the mobile wireless apparatus communicates with another base station wireless apparatus obtained by selecting from among a plurality of other base station apparatuses, which are located in neighboring communication areas of the base station wireless apparatus and have available communication links. Program instructions for implementing the method are stored in a computer readable medium.",a mobile wireless system method and apparatus for establishing a link between a terminal device and a mobile wireless system method and apparatus for establishing a link between a terminal device and the internet by communicating with a base station wireless apparatus of a wireless communicating apparatus having at least one wireless serve connected to the internet and the base station wireless apparatus that is connected to the wireless server for performing wireless communication under a condition in which the mobile wireless apparatus can communicate with multiple base station wireless apparatuses when the base station wireless apparatus which communicated with the mobile wireless apparatus currently communicates with another mobile wireless apparatus the mobile wireless apparatus communicates with another base station wireless apparatus obtained by selecting from among a plurality of other base station apparatuses which are located in neighboring communication areas of the base station wireless apparatus and have available communication links program instructions for implementing the method are stored in a computer readable medium,mobile wireless establishing link terminal mobile wireless establishing link terminal internet communicating base station wireless wireless communicating having wireless serve connected internet base station wireless connected wireless server performing wireless communication condition mobile wireless communicate multiple base station wireless apparatuses base station wireless communicated mobile wireless currently communicates another mobile wireless mobile wireless communicates another base station wireless obtained selecting among base station apparatuses located neighboring communication areas base station wireless available communication links program instructions implementing stored computer readable medium,0,0,0,1
HH0100135,"An antenna switched diversity receiver comprising a plurality of physically separated antennas, a sw","An antenna switched diversity receiver comprising a plurality of physically separated antennas, a switching unit for selectively switching to one of the plurality of antennas to receive a burst in a time series, a decoding unit for decoding transmission data contained in the received burst in a reversed manner to coding, a bit-error-detecting unit for detecting a bit error in decoded data in each received burst, and a control unit for controlling the switching unit in accordance with the bit-error detection result. The receiver may additionally include a RSSI (received signal strength indicator) checking unit for checking a RSSI of a switched antenna and a RSSI holding unit for holding a RSSI. The receiver constructed as above controls switching based on detection of at least one bit error in each of m consecutive bursts burst alone or together with the RSSI. As a result, the receiver obtains excellent diversity effect while being compact and economical.",H01L,"An antenna switched diversity receiver comprising a plurality of physically separated antennas, a sw. An antenna switched diversity receiver comprising a plurality of physically separated antennas, a switching unit for selectively switching to one of the plurality of antennas to receive a burst in a time series, a decoding unit for decoding transmission data contained in the received burst in a reversed manner to coding, a bit-error-detecting unit for detecting a bit error in decoded data in each received burst, and a control unit for controlling the switching unit in accordance with the bit-error detection result. The receiver may additionally include a RSSI (received signal strength indicator) checking unit for checking a RSSI of a switched antenna and a RSSI holding unit for holding a RSSI. The receiver constructed as above controls switching based on detection of at least one bit error in each of m consecutive bursts burst alone or together with the RSSI. As a result, the receiver obtains excellent diversity effect while being compact and economical.",an antenna switched diversity receiver comprising a plurality of physically separated antennas a sw an antenna switched diversity receiver comprising a plurality of physically separated antennas a switching unit for selectively switching to one of the plurality of antennas to receive a burst in a time series a decoding unit for decoding transmission data contained in the received burst in a reversed manner to coding a bit error detecting unit for detecting a bit error in decoded data in each received burst and a control unit for controlling the switching unit in accordance with the bit error detection result the receiver may additionally include a rssi received signal strength indicator checking unit for checking a rssi of a switched antenna and a rssi holding unit for holding a rssi the receiver constructed as above controls switching based on detection of at least one bit error in each of m consecutive bursts burst alone or together with the rssi as a result the receiver obtains excellent diversity effect while being compact and economical,antenna switched diversity receiver physically separated antennas antenna switched diversity receiver physically separated antennas switching unit selectively switching antennas receive burst time series decoding unit decoding transmission data contained received burst reversed manner coding bit error detecting unit detecting bit error decoded data received burst control unit controlling switching unit accordance bit error detection result receiver additionally include rssi received signal strength indicator checking unit checking rssi switched antenna rssi holding unit holding rssi receiver constructed controls switching detection bit error consecutive bursts burst alone together rssi result receiver obtains excellent diversity effect compact economical,0,0,0,1
HH0100136,A communication terminal for Internet telephony is provided that handles and control communication o,"A communication terminal for Internet telephony is provided that handles and control communication of data in accordance with a standardized network protocol and exchanges data with a connecting unit connected to the Internet where the resulting data exchanged between the terminal and a connecting unit consist of packets in a standardized protocol data packet format embedded in a wireless format. This provides a communications terminal which uses a network or the Internet for the transfer of digitized speech, etc., thereby achieving great economic savings. Also, the flexibility is increased with respect to wireless communication with the network or the Internet without any need for specialized equipment and functionality.",H01L,"A communication terminal for Internet telephony is provided that handles and control communication o. A communication terminal for Internet telephony is provided that handles and control communication of data in accordance with a standardized network protocol and exchanges data with a connecting unit connected to the Internet where the resulting data exchanged between the terminal and a connecting unit consist of packets in a standardized protocol data packet format embedded in a wireless format. This provides a communications terminal which uses a network or the Internet for the transfer of digitized speech, etc., thereby achieving great economic savings. Also, the flexibility is increased with respect to wireless communication with the network or the Internet without any need for specialized equipment and functionality.",a communication terminal for internet telephony is provided that handles and control communication o a communication terminal for internet telephony is provided that handles and control communication of data in accordance with a standardized network protocol and exchanges data with a connecting unit connected to the internet where the resulting data exchanged between the terminal and a connecting unit consist of packets in a standardized protocol data packet format embedded in a wireless format this provides a communications terminal which uses a network or the internet for the transfer of digitized speech etc thereby achieving great economic savings also the flexibility is increased with respect to wireless communication with the network or the internet without any need for specialized equipment and functionality,communication terminal internet telephony provided handles control communication communication terminal internet telephony provided handles control communication data accordance standardized network protocol exchanges data connecting unit connected internet resulting data exchanged terminal connecting unit consist packets standardized protocol data packet format embedded wireless format provides communications terminal uses network internet transfer digitized speech etc achieving great economic savings flexibility increased respect wireless communication network internet without specialized equipment functionality,0,0,0,1
HH0100137,This is a method for fabricating a structure useful in semiconductor circuitry,"This is a method for fabricating a structure useful in semiconductor circuitry. The method comprises: growing a buffer layer of non-Pb/Bi-containing high-dielectric constant oxide layer directly or indirectly on a semiconductor substrate; and depositing a Pb/Bi-containing high-dielectric constant oxide on the buffer layer. Alternately this may be a structure useful in semiconductor circuitry, comprising: a buffer layer 26 of non-lead-containing high-dielectric constant oxide layer directly or indirectly on a semiconductor substrate 10; and a lead-containing high-dielectric constant oxide 28 on the buffer layer. Preferably a germanium layer 12 is epitaxially grown on the semiconductor substrate and the buffer layer is grown on the germanium layer. When the substrate is silicon, the non-Pb/Bi-containing high-dielectric constant oxide layer is preferably less than about 10 nm thick. A second non-Pb/Bi-containing high-dielectric constant oxide layer 30 may be grown on top of the Pb/Bi-containing high-dielectric constant oxide and a conducting layer (top electrode 32) may also be grown on the second non-Pb/Bi-containing high-dielectric constant oxide layer.",H01L,"This is a method for fabricating a structure useful in semiconductor circuitry. This is a method for fabricating a structure useful in semiconductor circuitry. The method comprises: growing a buffer layer of non-Pb/Bi-containing high-dielectric constant oxide layer directly or indirectly on a semiconductor substrate; and depositing a Pb/Bi-containing high-dielectric constant oxide on the buffer layer. Alternately this may be a structure useful in semiconductor circuitry, comprising: a buffer layer 26 of non-lead-containing high-dielectric constant oxide layer directly or indirectly on a semiconductor substrate 10; and a lead-containing high-dielectric constant oxide 28 on the buffer layer. Preferably a germanium layer 12 is epitaxially grown on the semiconductor substrate and the buffer layer is grown on the germanium layer. When the substrate is silicon, the non-Pb/Bi-containing high-dielectric constant oxide layer is preferably less than about 10 nm thick. A second non-Pb/Bi-containing high-dielectric constant oxide layer 30 may be grown on top of the Pb/Bi-containing high-dielectric constant oxide and a conducting layer (top electrode 32) may also be grown on the second non-Pb/Bi-containing high-dielectric constant oxide layer.",this is a method for fabricating a structure useful in semiconductor circuitry this is a method for fabricating a structure useful in semiconductor circuitry the method comprises growing a buffer layer of non pb bi containing high dielectric constant oxide layer directly or indirectly on a semiconductor substrate and depositing a pb bi containing high dielectric constant oxide on the buffer layer alternately this may be a structure useful in semiconductor circuitry comprising a buffer layer 26 of non lead containing high dielectric constant oxide layer directly or indirectly on a semiconductor substrate 10 and a lead containing high dielectric constant oxide 28 on the buffer layer preferably a germanium layer 12 is epitaxially grown on the semiconductor substrate and the buffer layer is grown on the germanium layer when the substrate is silicon the non pb bi containing high dielectric constant oxide layer is preferably less than about 10 nm thick a second non pb bi containing high dielectric constant oxide layer 30 may be grown on top of the pb bi containing high dielectric constant oxide and a conducting layer top electrode 32 may also be grown on the second non pb bi containing high dielectric constant oxide layer,fabricating structure useful semiconductor circuitry fabricating structure useful semiconductor circuitry growing buffer layer non containing high dielectric constant oxide layer directly indirectly semiconductor substrate depositing containing high dielectric constant oxide buffer layer alternately structure useful semiconductor circuitry buffer layer non lead containing high dielectric constant oxide layer directly indirectly semiconductor substrate lead containing high dielectric constant oxide buffer layer preferably germanium layer epitaxially grown semiconductor substrate buffer layer grown germanium layer substrate silicon non containing high dielectric constant oxide layer preferably less about thick non containing high dielectric constant oxide layer grown top containing high dielectric constant oxide conducting layer top electrode grown non containing high dielectric constant oxide layer,1,1,0,0
HH0100138,"A receiver input circuit comprising a control loop for amplification control, wherein the control si","A receiver input circuit comprising a control loop for amplification control, wherein the control signal for the control loop is derived from the intermediate frequency signal and supplied to the part of the circuit preceding the mixer stage. The receiver input circuit furthermore comprises a second amplification control loop whose control signal is taken out prior to the mixer stage, and a third amplification control loop whose response threshold and frequency band width are lower than the response threshold and frequency band width of the first and second control circuits.",H01L,"A receiver input circuit comprising a control loop for amplification control, wherein the control si. A receiver input circuit comprising a control loop for amplification control, wherein the control signal for the control loop is derived from the intermediate frequency signal and supplied to the part of the circuit preceding the mixer stage. The receiver input circuit furthermore comprises a second amplification control loop whose control signal is taken out prior to the mixer stage, and a third amplification control loop whose response threshold and frequency band width are lower than the response threshold and frequency band width of the first and second control circuits.",a receiver input circuit comprising a control loop for amplification control wherein the control si a receiver input circuit comprising a control loop for amplification control wherein the control signal for the control loop is derived from the intermediate frequency signal and supplied to the part of the circuit preceding the mixer stage the receiver input circuit furthermore comprises a second amplification control loop whose control signal is taken out prior to the mixer stage and a third amplification control loop whose response threshold and frequency band width are lower than the response threshold and frequency band width of the first and second control circuits,receiver input circuit control loop amplification control control receiver input circuit control loop amplification control control signal control loop derived intermediate frequency signal supplied part circuit preceding mixer stage receiver input circuit furthermore amplification control loop whose control signal taken prior mixer stage amplification control loop whose response threshold frequency band width lower response threshold frequency band width control circuits,0,0,0,1
